Q34_Grid_13_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_14_VALID_ENTRY1,,,,Name
Q34_Grid_14_VALID_ENTRY2,,,,Age
Q34_Grid_14_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_15_VALID_ENTRY1,,,,Name
Q34_Grid_15_VALID_ENTRY2,,,,Age
Q34_Grid_15_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_16_VALID_ENTRY1,,,,Name
Q34_Grid_16_VALID_ENTRY2,,,,Age
Q34_Grid_16_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_17_VALID_ENTRY1,,,,Name
Q34_Grid_17_VALID_ENTRY2,,,,Age
Q34_Grid_17_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_18_VALID_ENTRY1,,,,Name
Q34_Grid_18_VALID_ENTRY2,,,,Age
Q34_Grid_18_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_19_VALID_ENTRY1,,,,Name
Q34_Grid_19_VALID_ENTRY2,,,,Age
Q34_Grid_19_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_20_VALID_ENTRY1,,,,Name
Q34_Grid_20_VALID_ENTRY2,,,,Age
Q34_Grid_20_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_21_VALID_ENTRY1,,,,Name
Q34_Grid_21_VALID_ENTRY2,,,,Age
Q34_Grid_21_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_22_VALID_ENTRY1,,,,Name
Q34_Grid_22_VALID_ENTRY2,,,,Age
Q34_Grid_22_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_23_VALID_ENTRY1,,,,Name
Q34_Grid_23_VALID_ENTRY2,,,,Age
Q34_Grid_23_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_24_VALID_ENTRY1,,,,Name
Q34_Grid_24_VALID_ENTRY2,,,,Age
Q34_Grid_24_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_25_VALID_ENTRY1,,,,Name
Q34_Grid_25_VALID_ENTRY2,,,,Age
Q34_Grid_25_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_26_VALID_ENTRY1,,,,Name
Q34_Grid_26_VALID_ENTRY2,,,,Age
Q34_Grid_26_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_27_VALID_ENTRY1,,,,Name
Q34_Grid_27_VALID_ENTRY2,,,,Age
Q34_Grid_27_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_28_VALID_ENTRY1,,,,Name
Q34_Grid_28_VALID_ENTRY2,,,,Age
Q34_Grid_28_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_29_VALID_ENTRY1,,,,Name
Q34_Grid_29_VALID_ENTRY2,,,,Age
Q34_Grid_29_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_ASK_name,,,,HIDDEN - HOLDS WHETHER Q34_F_name WAS ASKED OR NOT
Q34_HHMSELECTED01,,,,HH Member 1
Q34_HHMSELECTED02,,,,HH Member 2
Q34_HHMSELECTED03,,,,HH Member 3
Q34_HHMSELECTED04,,,,HH Member 4
Q34_HHMSELECTED05,,,,HH Member 5
Q34_HHMSELECTED06,,,,HH Member 6
Q34_HHMSELECTED07,,,,HH Member 7
Q34_HHMSELECTED08,,,,HH Member 8
Q34_HHMSELECTED09,,,,HH Member 9
Q34_HHMSELECTED10,,,,HH Member 10
Q34_HHMSELECTED11,,,,HH Member 11
Q34_HHMSELECTED12,,,,HH Member 12
Q34_HHMSELECTED13,,,,HH Member 13
Q34_HHMSELECTED14,,,,HH Member 14
Q34_HHMSELECTED15,,,,HH Member 15
Q34_HHMSELECTED16,,,,HH Member 16
Q34_HHMSELECTED17,,,,HH Member 17
Q34_HHMSELECTED18,,,,HH Member 18
Q34_HHMSELECTED19,,,,HH Member 19
Q34_HHMSELECTED20,,,,HH Member 20
Q34_HHMSELECTED21,,,,HH Member 21
Q34_HHMSELECTED22,,,,HH Member 22
Q34_HHMSELECTED23,,,,HH Member 23
Q34_HHMSELECTED24,,,,HH Member 24
Q34_HHMSELECTED25,,,,HH Member 5
Q34_HHMSELECTED26,,,,HH Member 26
Q34_HHMSELECTED27,,,,HH Member 27
Q34_HHMSELECTED28,,,,HH Member 28
Q34_HHMSELECTED29,,,,HH Member 29
Q34_HHMSELECTEDONE_101,,,,HH Member 1
Q34_HHMSELECTEDONE_102,,,,HH Member 2
Q34_HHMSELECTEDONE_103,,,,HH Member 3
Q34_HHMSELECTEDONE_104,,,,HH Member 4
Q34_HHMSELECTEDONE_105,,,,HH Member 5
Q34_HHMSELECTEDONE_106,,,,HH Member 6
Q34_HHMSELECTEDONE_107,,,,HH Member 7
Q34_HHMSELECTEDONE_108,,,,HH Member 8
Q34_HHMSELECTEDONE_109,,,,HH Member 9
Q34_HHMSELECTEDONE_110,,,,HH Member 10
Q34_HHMSELECTEDONE_111,,,,HH Member 11
Q34_HHMSELECTEDONE_112,,,,HH Member 12
Q34_HHMSELECTEDONE_113,,,,HH Member 13
Q34_HHMSELECTEDONE_114,,,,HH Member 14
Q34_HHMSELECTEDONE_115,,,,HH Member 15
Q34_HHMSELECTEDONE_116,,,,HH Member 16
Q34_HHMSELECTEDONE_117,,,,HH Member 17
Q34_HHMSELECTEDONE_118,,,,HH Member 18
Q34_HHMSELECTEDONE_119,,,,HH Member 19
Q34_HHMSELECTEDONE_120,,,,HH Member 20
Q34_HHMSELECTEDONE_121,,,,HH Member 21
Q34_HHMSELECTEDONE_122,,,,HH Member 22
Q34_HHMSELECTEDONE_123,,,,HH Member 23
Q34_HHMSELECTEDONE_124,,,,HH Member 24
Q34_HHMSELECTEDONE_125,,,,HH Member 5
Q34_HHMSELECTEDONE_126,,,,HH Member 26
Q34_HHMSELECTEDONE_127,,,,HH Member 27
Q34_HHMSELECTEDONE_128,,,,HH Member 28
Q34_HHMSELECTEDONE_129,,,,HH Member 29
HHM1_AGE,,,,"DOV: HHM1_AGE FOR CHILD ""First"" SELECTED"
HHM1_Name,,,,"DOV: HHM1_Name FOR CHILD ""First"" SELECTED"
Q34_HHMSELECTEDONE_201,,,,HH Member 1
Q34_HHMSELECTEDONE_202,,,,HH Member 2
Q34_HHMSELECTEDONE_203,,,,HH Member 3
Q34_HHMSELECTEDONE_204,,,,HH Member 4
Q34_HHMSELECTEDONE_205,,,,HH Member 5
Q34_HHMSELECTEDONE_206,,,,HH Member 6
Q34_HHMSELECTEDONE_207,,,,HH Member 7
Q34_HHMSELECTEDONE_208,,,,HH Member 8
Q34_HHMSELECTEDONE_209,,,,HH Member 9
Q34_HHMSELECTEDONE_210,,,,HH Member 10
Q34_HHMSELECTEDONE_211,,,,HH Member 11
Q34_HHMSELECTEDONE_212,,,,HH Member 12
Q34_HHMSELECTEDONE_213,,,,HH Member 13
Q34_HHMSELECTEDONE_214,,,,HH Member 14
Q34_HHMSELECTEDONE_215,,,,HH Member 15
Q34_HHMSELECTEDONE_216,,,,HH Member 16
Q34_HHMSELECTEDONE_217,,,,HH Member 17
Q34_HHMSELECTEDONE_218,,,,HH Member 18
Q34_HHMSELECTEDONE_219,,,,HH Member 19
Q34_HHMSELECTEDONE_220,,,,HH Member 20
Q34_HHMSELECTEDONE_221,,,,HH Member 21
Q34_HHMSELECTEDONE_222,,,,HH Member 22
Q34_HHMSELECTEDONE_223,,,,HH Member 23
Q34_HHMSELECTEDONE_224,,,,HH Member 24
Q34_HHMSELECTEDONE_225,,,,HH Member 5
Q34_HHMSELECTEDONE_226,,,,HH Member 26
Q34_HHMSELECTEDONE_227,,,,HH Member 27
Q34_HHMSELECTEDONE_228,,,,HH Member 28
Q34_HHMSELECTEDONE_229,,,,HH Member 29
HHM2_AGE,,,,"DOV: HHM2_AGE FOR CHILD ""Second"" SELECTED"
HHM2_Name,,,,"DOV: HHM2_Name FOR CHILD ""Second"" SELECTED"
Q35,,,,"What is the gender of this member of the household?  Remember, this relates to HHM1_Name who is HHM1_AGE years old."
Q36,,,,"On average, how many days per week does this member of your household work or attend day care or school outside of your home?"
Q36_Codes,[,Codes,],"On average, how many days per week does this member of your household work or attend day care or school outside of your home?"
Q37,,,,"On average, how many days per week does this member of your household participate in social activities outside of your home?"
Q37_Codes,[,Codes,],"On average, how many days per week does this member of your household participate in social activities outside of your home?"
Q38,,,,"On average, how many days per week does this member of your household use public transportation?"
Q38_Codes,[,Codes,],"On average, how many days per week does this member of your household use public transportation?"
Q39,,,,How frequently does this member of your household visit a doctor’s office for wellness appointments?
Q40,,,,How frequently does this member of the household get sick in a typical year?
Q41,,,,How many times has this member of your household had influenza or another respiratory illness in the last two years?
Q42,,,,Does this member of your household get an annual influenza vaccine?
Q43,,,,"What is the gender of this member of the household?  Remember, this relates to HHM1_Name who is HHM1_AGE years old."
Q44,,,,"On average, how many days per week does this member of your household work or attend day care or school outside of your home?"
Q44_Codes,[,Codes,],"On average, how many days per week does this member of your household work or attend day care or school outside of your home?"
Q45,,,,"On average, how many days per week does this member of your household participate in social activities outside of your home?"
Q45_Codes,[,Codes,],"On average, how many days per week does this member of your household participate in social activities outside of your home?"
Q46,,,,"On average, how many days per week does this member of your household use public transportation?"
Q46_Codes,[,Codes,],"On average, how many days per week does this member of your household use public transportation?"
Q47,,,,How frequently does this member of your household visit a doctor’s office for wellness appointments?
Q48,,,,How frequently does this member of the household get sick in a typical year?
Q49,,,,How many times has this member of your household had influenza or another respiratory illness in the last two years?
Q50,,,,Does this member of your household get an annual influenza vaccine?
